Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
102,5,2013-12-13,6248,997,1,0,0,0
1046,5,2013-12-13,8689,692,1,0,0,0
793,5,2013-12-13,4036,403,1,0,0,0
903,5,2013-12-13,13365,916,1,0,0,0
266,6,2013-12-14,4565,520,1,0,0,0
102,6,2013-12-14,6909,1091,1,0,0,0
1046,6,2013-12-14,7574,575,1,0,0,0
793,6,2013-12-14,5290,518,1,0,0,0
903,6,2013-12-14,14858,984,1,0,0,0
266,7,2013-12-15,0,0,0,0,0,0
102,7,2013-12-15,0,0,0,0,0,0
1046,7,2013-12-15,0,0,0,0,0,0
793,7,2013-12-15,0,0,0,0,0,0
903,7,2013-12-15,0,0,0,0,0,0
266,1,2013-12-16,9631,1015,1,1,0,0
102,1,2013-12-16,16644,1883,1,1,0,0
1046,1,2013-12-16,20976,1218,1,1,0,0
793,1,2013-12-16,12027,873,1,1,0,0
903,1,2013-12-16,20484,1209,1,1,0,0
266,2,2013-12-17,8475,920,1,1,0,0
102,2,2013-12-17,12593,1675,1,1,0,0
1046,2,2013-12-17,16948,1016,1,1,0,0
793,2,2013-12-17,8872,718,1,1,0,0
903,2,2013-12-17,17983,1076,1,1,0,0
266,3,2013-12-18,7953,865,1,1,0,0
102,3,2013-12-18,12498,1600,1,1,0,0
1046,3,2013-12-18,16005,983,1,1,0,0
793,3,2013-12-18,7462,651,1,1,0,0
903,3,2013-12-18,16992,1055,1,1,0,0
266,4,2013-12-19,8016,855,1,1,0,0
102,4,2013-12-19,10423,1370,1,1,0,0
1046,4,2013-12-19,14810,1000,1,1,0,0
793,4,2013-12-19,7471,644,1,1,0,0
903,4,2013-12-19,18596,1177,1,1,0,0
266,5,2013-12-20,7015,778,1,1,0,0
102,5,2013-12-20,10902,1520,1,1,0,0
1046,5,2013-12-20,15589,1067,1,1,0,0
793,5,2013-12-20,8216,764,1,1,0,0
903,5,2013-12-20,19569,1260,1,1,0,0
266,6,2013-12-21,5323,626,1,0,0,0
102,6,2013-12-21,9485,1398,1,0,0,0
1046,6,2013-12-21,11373,795,1,0,0,0
793,6,2013-12-21,5966,633,1,0,0,0
903,6,2013-12-21,19661,1341,1,0,0,0
266,7,2013-12-22,0,0,0,0,0,0
102,7,2013-12-22,0,0,0,0,0,0
1046,7,2013-12-22,0,0,0,0,0,0
793,7,2013-12-22,0,0,0,0,0,0
903,7,2013-12-22,0,0,0,0,0,0
266,1,2013-12-23,7984,907,1,0,0,1
102,1,2013-12-23,12304,1794,1,0,0,1
1046,1,2013-12-23,19318,1455,1,0,0,1
793,1,2013-12-23,8687,897,1,0,0,1
903,1,2013-12-23,23244,1749,1,0,0,1
266,2,2013-12-24,1957,247,1,0,0,1
102,2,2013-12-24,3293,491,1,0,0,1
1046,2,2013-12-24,5024,459,1,0,0,1
793,2,2013-12-24,2479,263,1,0,0,1
903,2,2013-12-24,7881,674,1,0,0,1
266,3,2013-12-25,0,0,0,0,c,1
102,3,2013-12-25,0,0,0,0,c,1
1046,3,2013-12-25,0,0,0,0,c,1
793,3,2013-12-25,0,0,0,0,c,1
903,3,2013-12-25,0,0,0,0,c,1
266,4,2013-12-26,0,0,0,0,c,1
102,4,2013-12-26,0,0,0,0,c,1
1046,4,2013-12-26,0,0,0,0,c,1
793,4,2013-12-26,0,0,0,0,c,1
903,4,2013-12-26,0,0,0,0,c,1
266,5,2013-12-27,5179,618,1,0,0,1
102,5,2013-12-27,7062,1162,1,0,0,1
1046,5,2013-12-27,9160,825,1,0,0,1
793,5,2013-12-27,4438,452,1,0,0,1
903,5,2013-12-27,13184,994,1,0,0,1
266,6,2013-12-28,2546,299,1,0,0,0
102,6,2013-12-28,6497,1064,1,0,0,0
1046,6,2013-12-28,7902,687,1,0,0,0
793,6,2013-12-28,4488,509,1,0,0,0
903,6,2013-12-28,11785,853,1,0,0,0
266,7,2013-12-29,0,0,0,0,0,0
102,7,2013-12-29,0,0,0,0,0,0
1046,7,2013-12-29,0,0,0,0,0,0
793,7,2013-12-29,0,0,0,0,0,0
903,7,2013-12-29,0,0,0,0,0,0
266,1,2013-12-30,4701,609,1,0,0,1
102,1,2013-12-30,11271,1548,1,0,0,1
1046,1,2013-12-30,11756,962,1,0,0,1
793,1,2013-12-30,6025,613,1,0,0,1
903,1,2013-12-30,15391,1138,1,0,0,1
266,2,2013-12-31,1813,246,1,0,0,1
102,2,2013-12-31,3516,545,1,0,0,1
1046,2,2013-12-31,2965,281,1,0,0,1
793,2,2013-12-31,2587,268,1,0,0,1
903,2,2013-12-31,6217,574,1,0,0,1
266,3,2014-01-01,0,0,0,0,a,1
102,3,2014-01-01,0,0,0,0,a,1
1046,3,2014-01-01,0,0,0,0,a,1
793,3,2014-01-01,0,0,0,0,a,1
903,3,2014-01-01,0,0,0,0,a,1
266,4,2014-01-02,4054,471,1,0,0,1
102,4,2014-01-02,5760,1012,1,0,0,1
1046,4,2014-01-02,7654,625,1,0,0,1
793,4,2014-01-02,4264,437,1,0,0,1
903,4,2014-01-02,12029,844,1,0,0,1
266,5,2014-01-03,3198,426,1,0,0,1
102,5,2014-01-03,5694,988,1,0,0,1
1046,5,2014-01-03,7874,663,1,0,0,1
793,5,2014-01-03,4357,437,1,0,0,1
903,5,2014-01-03,12648,884,1,0,0,1
266,6,2014-01-04,2153,255,1,0,0,0
102,6,2014-01-04,5877,1015,1,0,0,0
1046,6,2014-01-04,6991,618,1,0,0,0
793,6,2014-01-04,4047,419,1,0,0,0
903,6,2014-01-04,13193,979,1,0,0,0
266,7,2014-01-05,0,0,0,0,0,0
102,7,2014-01-05,0,0,0,0,0,0
1046,7,2014-01-05,0,0,0,0,0,0
793,7,2014-01-05,0,0,0,0,0,0
903,7,2014-01-05,0,0,0,0,0,0
266,1,2014-01-06,5940,665,1,1,0,0
102,1,2014-01-06,11692,1524,1,1,0,1
1046,1,2014-01-06,0,0,0,1,a,0
793,1,2014-01-06,9523,709,1,1,0,1
903,1,2014-01-06,0,0,0,1,a,0
266,2,2014-01-07,5450,654,1,1,0,0
102,2,2014-01-07,9513,1370,1,1,0,1
1046,2,2014-01-07,15666,1114,1,1,0,0
793,2,2014-01-07,6200,532,1,1,0,1
903,2,2014-01-07,17976,1113,1,1,0,0
266,3,2014-01-08,5031,645,1,1,0,0
102,3,2014-01-08,7827,1189,1,1,0,0
1046,3,2014-01-08,10643,805,1,1,0,0
793,3,2014-01-08,5385,482,1,1,0,0
903,3,2014-01-08,15262,919,1,1,0,0
266,4,2014-01-09,4550,613,1,1,0,0
102,4,2014-01-09,6498,920,1,1,0,0
1046,4,2014-01-09,11028,820,1,1,0,0
793,4,2014-01-09,4704,434,1,1,0,0
903,4,2014-01-09,12774,870,1,1,0,0
266,5,2014-01-10,4342,538,1,1,0,0
102,5,2014-01-10,7274,1118,1,1,0,0
1046,5,2014-01-10,11057,859,1,1,0,0
793,5,2014-01-10,5248,512,1,1,0,0
903,5,2014-01-10,14538,981,1,1,0,0
266,6,2014-01-11,2202,269,1,0,0,0
102,6,2014-01-11,5044,879,1,0,0,0
1046,6,2014-01-11,6685,582,1,0,0,0
793,6,2014-01-11,3654,422,1,0,0,0
903,6,2014-01-11,12311,908,1,0,0,0
266,7,2014-01-12,0,0,0,0,0,0
102,7,2014-01-12,0,0,0,0,0,0
1046,7,2014-01-12,0,0,0,0,0,0
793,7,2014-01-12,0,0,0,0,0,0
903,7,2014-01-12,0,0,0,0,0,0
266,1,2014-01-13,3957,547,1,0,0,0
102,1,2014-01-13,4828,825,1,0,0,0
1046,1,2014-01-13,6615,604,1,0,0,0
793,1,2014-01-13,3144,343,1,0,0,0
903,1,2014-01-13,9436,771,1,0,0,0
266,2,2014-01-14,3378,442,1,0,0,0
102,2,2014-01-14,4765,840,1,0,0,0
1046,2,2014-01-14,6509,574,1,0,0,0
793,2,2014-01-14,2696,309,1,0,0,0
903,2,2014-01-14,9414,674,1,0,0,0
266,3,2014-01-15,3451,471,1,0,0,0
102,3,2014-01-15,3784,713,1,0,0,0
1046,3,2014-01-15,6079,544,1,0,0,0
793,3,2014-01-15,2639,290,1,0,0,0
903,3,2014-01-15,9288,684,1,0,0,0
266,4,2014-01-16,3433,506,1,0,0,0
102,4,2014-01-16,4140,748,1,0,0,0
1046,4,2014-01-16,6137,571,1,0,0,0
793,4,2014-01-16,3026,317,1,0,0,0
903,4,2014-01-16,9071,682,1,0,0,0
266,5,2014-01-17,3104,469,1,0,0,0
102,5,2014-01-17,4787,824,1,0,0,0
1046,5,2014-01-17,7467,692,1,0,0,0
793,5,2014-01-17,3068,352,1,0,0,0
903,5,2014-01-17,11587,802,1,0,0,0
266,6,2014-01-18,2232,262,1,0,0,0
102,6,2014-01-18,5177,926,1,0,0,0
1046,6,2014-01-18,6598,578,1,0,0,0
793,6,2014-01-18,3528,421,1,0,0,0
903,6,2014-01-18,12929,918,1,0,0,0
266,7,2014-01-19,0,0,0,0,0,0
102,7,2014-01-19,0,0,0,0,0,0
1046,7,2014-01-19,0,0,0,0,0,0
793,7,2014-01-19,0,0,0,0,0,0
903,7,2014-01-19,0,0,0,0,0,0
266,1,2014-01-20,4813,563,1,1,0,0
102,1,2014-01-20,11325,1443,1,1,0,0
1046,1,2014-01-20,12262,839,1,1,0,0
793,1,2014-01-20,9079,677,1,1,0,0
903,1,2014-01-20,14454,959,1,1,0,0
266,2,2014-01-21,3823,485,1,1,0,0
102,2,2014-01-21,8807,1208,1,1,0,0
1046,2,2014-01-21,7134,513,1,1,0,0
793,2,2014-01-21,6702,514,1,1,0,0
903,2,2014-01-21,10867,751,1,1,0,0
266,3,2014-01-22,4669,539,1,1,0,0
102,3,2014-01-22,8000,1234,1,1,0,0
1046,3,2014-01-22,8065,599,1,1,0,0
793,3,2014-01-22,5622,469,1,1,0,0
903,3,2014-01-22,11894,752,1,1,0,0
266,4,2014-01-23,4491,602,1,1,0,0
102,4,2014-01-23,6681,1013,1,1,0,0
1046,4,2014-01-23,8747,655,1,1,0,0
793,4,2014-01-23,4648,484,1,1,0,0
903,4,2014-01-23,11477,799,1,1,0,0
266,5,2014-01-24,3693,462,1,1,0,0
102,5,2014-01-24,6409,966,1,1,0,0
1046,5,2014-01-24,8634,683,1,1,0,0
793,5,2014-01-24,5264,501,1,1,0,0
903,5,2014-01-24,13612,875,1,1,0,0
266,6,2014-01-25,2004,228,1,0,0,0
102,6,2014-01-25,5000,903,1,0,0,0
1046,6,2014-01-25,5139,449,1,0,0,0
793,6,2014-01-25,4137,446,1,0,0,0
903,6,2014-01-25,11290,827,1,0,0,0
266,7,2014-01-26,0,0,0,0,0,0
102,7,2014-01-26,0,0,0,0,0,0
1046,7,2014-01-26,0,0,0,0,0,0
793,7,2014-01-26,0,0,0,0,0,0
903,7,2014-01-26,0,0,0,0,0,0
266,1,2014-01-27,2895,453,1,0,0,0
102,1,2014-01-27,4291,805,1,0,0,0
1046,1,2014-01-27,6134,529,1,0,0,0
793,1,2014-01-27,2433,297,1,0,0,0
903,1,2014-01-27,9317,700,1,0,0,0
266,2,2014-01-28,3705,528,1,0,0,0
102,2,2014-01-28,4777,855,1,0,0,0
1046,2,2014-01-28,5674,503,1,0,0,0
793,2,2014-01-28,2535,286,1,0,0,0
903,2,2014-01-28,8659,651,1,0,0,0
266,3,2014-01-29,3269,475,1,0,0,0
102,3,2014-01-29,4277,730,1,0,0,0
1046,3,2014-01-29,6055,483,1,0,0,0
793,3,2014-01-29,3007,312,1,0,0,0
903,3,2014-01-29,8419,625,1,0,0,0
266,4,2014-01-30,3667,518,1,0,0,0
102,4,2014-01-30,4769,803,1,0,0,0
1046,4,2014-01-30,7484,590,1,0,0,0
793,4,2014-01-30,3250,322,1,0,0,0
903,4,2014-01-30,9020,674,1,0,0,0
266,5,2014-01-31,3502,479,1,0,0,0
102,5,2014-01-31,8337,1174,1,0,0,0
1046,5,2014-01-31,9677,769,1,0,0,0
793,5,2014-01-31,4314,449,1,0,0,0
903,5,2014-01-31,12533,826,1,0,0,0
266,6,2014-02-01,2532,291,1,0,0,0
102,6,2014-02-01,5530,886,1,0,0,0
1046,6,2014-02-01,7711,638,1,0,0,0
793,6,2014-02-01,4582,433,1,0,0,0
903,6,2014-02-01,13104,932,1,0,0,0
266,7,2014-02-02,0,0,0,0,0,0
102,7,2014-02-02,0,0,0,0,0,0
1046,7,2014-02-02,0,0,0,0,0,0
793,7,2014-02-02,0,0,0,0,0,0
903,7,2014-02-02,0,0,0,0,0,0
266,1,2014-02-03,5636,667,1,1,0,0
102,1,2014-02-03,13765,1660,1,1,0,0
1046,1,2014-02-03,12724,913,1,1,0,1
793,1,2014-02-03,8376,702,1,1,0,0
903,1,2014-02-03,14781,967,1,1,0,0
266,2,2014-02-04,4561,581,1,1,0,0
102,2,2014-02-04,10004,1409,1,1,0,0
1046,2,2014-02-04,10317,742,1,1,0,1
793,2,2014-02-04,6025,518,1,1,0,0
903,2,2014-02-04,12915,860,1,1,0,0
266,3,2014-02-05,4937,603,1,1,0,0
102,3,2014-02-05,7803,1154,1,1,0,0
1046,3,2014-02-05,9655,684,1,1,0,1
793,3,2014-02-05,5971,484,1,1,0,0
903,3,2014-02-05,12472,819,1,1,0,0
266,4,2014-02-06,4594,607,1,1,0,0
102,4,2014-02-06,7482,1137,1,1,0,0
1046,4,2014-02-06,8695,687,1,1,0,1
793,4,2014-02-06,5291,506,1,1,0,0
903,4,2014-02-06,10839,763,1,1,0,0
266,5,2014-02-07,3956,517,1,1,0,0
102,5,2014-02-07,5655,909,1,1,0,0
1046,5,2014-02-07,9278,730,1,1,0,1
793,5,2014-02-07,5111,490,1,1,0,0
903,5,2014-02-07,11881,862,1,1,0,0
266,6,2014-02-08,2577,308,1,0,0,0
102,6,2014-02-08,5462,899,1,0,0,0
1046,6,2014-02-08,6022,520,1,0,0,0
793,6,2014-02-08,3899,439,1,0,0,0
903,6,2014-02-08,13294,953,1,0,0,0
266,7,2014-02-09,0,0,0,0,0,0
102,7,2014-02-09,0,0,0,0,0,0
1046,7,2014-02-09,0,0,0,0,0,0
793,7,2014-02-09,0,0,0,0,0,0
903,7,2014-02-09,0,0,0,0,0,0
266,1,2014-02-10,4093,577,1,0,0,0
102,1,2014-02-10,5623,1005,1,0,0,0
1046,1,2014-02-10,7325,609,1,0,0,1
793,1,2014-02-10,3447,402,1,0,0,0
903,1,2014-02-10,11051,775,1,0,0,0
266,2,2014-02-11,4066,546,1,0,0,0
102,2,2014-02-11,5099,906,1,0,0,0
1046,2,2014-02-11,6317,524,1,0,0,1
793,2,2014-02-11,3442,340,1,0,0,0
903,2,2014-02-11,8776,674,1,0,0,0
266,3,2014-02-12,3151,480,1,0,0,0
102,3,2014-02-12,5343,894,1,0,0,0
1046,3,2014-02-12,6938,583,1,0,0,1
793,3,2014-02-12,2512,308,1,0,0,0
903,3,2014-02-12,8402,654,1,0,0,0
266,4,2014-02-13,3883,563,1,0,0,0
102,4,2014-02-13,4639,823,1,0,0,0
1046,4,2014-02-13,7641,624,1,0,0,0
793,4,2014-02-13,3049,330,1,0,0,0
903,4,2014-02-13,9707,725,1,0,0,0
266,5,2014-02-14,3590,457,1,0,0,0
102,5,2014-02-14,5103,868,1,0,0,0
1046,5,2014-02-14,7906,691,1,0,0,0
793,5,2014-02-14,3370,406,1,0,0,0
903,5,2014-02-14,11641,880,1,0,0,0
266,6,2014-02-15,2218,239,1,0,0,0
102,6,2014-02-15,5845,947,1,0,0,0
1046,6,2014-02-15,6346,555,1,0,0,0
793,6,2014-02-15,3898,439,1,0,0,0
903,6,2014-02-15,10866,816,1,0,0,0
266,7,2014-02-16,0,0,0,0,0,0
102,7,2014-02-16,0,0,0,0,0,0
1046,7,2014-02-16,0,0,0,0,0,0
793,7,2014-02-16,0,0,0,0,0,0
903,7,2014-02-16,0,0,0,0,0,0
266,1,2014-02-17,5806,694,1,1,0,1
102,1,2014-02-17,10071,1412,1,1,0,0
1046,1,2014-02-17,13558,939,1,1,0,0
793,1,2014-02-17,8265,669,1,1,0,0
903,1,2014-02-17,14585,957,1,1,0,0
266,2,2014-02-18,5178,640,1,1,0,1
102,2,2014-02-18,8374,1228,1,1,0,0
1046,2,2014-02-18,10304,716,1,1,0,0
793,2,2014-02-18,5496,500,1,1,0,0
903,2,2014-02-18,11106,743,1,1,0,0
266,3,2014-02-19,4464,559,1,1,0,1
102,3,2014-02-19,7764,1089,1,1,0,0
1046,3,2014-02-19,9163,669,1,1,0,0
793,3,2014-02-19,4606,437,1,1,0,0
903,3,2014-02-19,10531,744,1,1,0,0
266,4,2014-02-20,4252,576,1,1,0,1
102,4,2014-02-20,6463,1065,1,1,0,0
1046,4,2014-02-20,8417,668,1,1,0,0
793,4,2014-02-20,4971,477,1,1,0,0
903,4,2014-02-20,11136,802,1,1,0,0
266,5,2014-02-21,3518,454,1,1,0,1
102,5,2014-02-21,6572,1042,1,1,0,0
1046,5,2014-02-21,9496,714,1,1,0,0
793,5,2014-02-21,4951,473,1,1,0,0
903,5,2014-02-21,12511,901,1,1,0,0
266,6,2014-02-22,2251,275,1,0,0,0
102,6,2014-02-22,4590,807,1,0,0,0
1046,6,2014-02-22,5741,539,1,0,0,0
793,6,2014-02-22,4116,459,1,0,0,0
903,6,2014-02-22,12481,930,1,0,0,0
266,7,2014-02-23,0,0,0,0,0,0
102,7,2014-02-23,0,0,0,0,0,0
1046,7,2014-02-23,0,0,0,0,0,0
793,7,2014-02-23,0,0,0,0,0,0
903,7,2014-02-23,0,0,0,0,0,0
266,1,2014-02-24,3676,554,1,0,0,1
102,1,2014-02-24,4693,891,1,0,0,0
1046,1,2014-02-24,5370,510,1,0,0,0
793,1,2014-02-24,3101,384,1,0,0,0
903,1,2014-02-24,9210,736,1,0,0,0
266,2,2014-02-25,3669,545,1,0,0,1
102,2,2014-02-25,4115,751,1,0,0,0
1046,2,2014-02-25,4944,473,1,0,0,0
793,2,2014-02-25,2404,300,1,0,0,0
903,2,2014-02-25,8090,626,1,0,0,0
266,3,2014-02-26,3450,504,1,0,0,1
102,3,2014-02-26,4397,768,1,0,0,0
1046,3,2014-02-26,5586,492,1,0,0,0
793,3,2014-02-26,3049,330,1,0,0,0
903,3,2014-02-26,9132,716,1,0,0,0
266,4,2014-02-27,4016,545,1,0,0,1
102,4,2014-02-27,4333,780,1,0,0,0
1046,4,2014-02-27,6587,599,1,0,0,0
793,4,2014-02-27,2730,330,1,0,0,0
903,4,2014-02-27,10746,775,1,0,0,0
266,5,2014-02-28,4613,561,1,0,0,1
102,5,2014-02-28,8927,1174,1,0,0,0
1046,5,2014-02-28,8461,703,1,0,0,0
793,5,2014-02-28,4303,437,1,0,0,0
903,5,2014-02-28,13133,923,1,0,0,0
266,6,2014-03-01,2473,315,1,0,0,0
102,6,2014-03-01,8649,1259,1,0,0,0
1046,6,2014-03-01,7515,619,1,0,0,0
793,6,2014-03-01,4921,552,1,0,0,0
903,6,2014-03-01,13540,961,1,0,0,0
266,7,2014-03-02,0,0,0,0,0,0
102,7,2014-03-02,0,0,0,0,0,0
1046,7,2014-03-02,0,0,0,0,0,0
793,7,2014-03-02,0,0,0,0,0,0
903,7,2014-03-02,0,0,0,0,0,0
266,1,2014-03-03,6125,707,1,1,0,0
102,1,2014-03-03,11657,1351,1,1,0,0
1046,1,2014-03-03,12246,894,1,1,0,0
793,1,2014-03-03,8351,683,1,1,0,0
903,1,2014-03-03,14616,972,1,1,0,1
266,2,2014-03-04,4871,598,1,1,0,0
102,2,2014-03-04,11891,1579,1,1,0,0
1046,2,2014-03-04,9059,699,1,1,0,0
793,2,2014-03-04,6570,537,1,1,0,0
903,2,2014-03-04,10511,709,1,1,0,1
266,3,2014-03-05,4344,571,1,1,0,0
102,3,2014-03-05,9770,1354,1,1,0,0
1046,3,2014-03-05,9725,745,1,1,0,0
793,3,2014-03-05,5190,450,1,1,0,0
903,3,2014-03-05,11873,809,1,1,0,1
266,4,2014-03-06,4536,587,1,1,0,0
102,4,2014-03-06,9045,1341,1,1,0,0
1046,4,2014-03-06,9447,750,1,1,0,0
793,4,2014-03-06,5064,478,1,1,0,0
903,4,2014-03-06,12130,817,1,1,0,1
266,5,2014-03-07,4257,539,1,1,0,0
102,5,2014-03-07,8473,1204,1,1,0,0
1046,5,2014-03-07,9985,793,1,1,0,0
793,5,2014-03-07,5332,500,1,1,0,0
903,5,2014-03-07,12140,852,1,1,0,1
266,6,2014-03-08,2120,276,1,0,0,0
102,6,2014-03-08,6246,1002,1,0,0,0
1046,6,2014-03-08,5709,538,1,0,0,0
793,6,2014-03-08,3603,398,1,0,0,0
903,6,2014-03-08,10862,818,1,0,0,0
266,7,2014-03-09,0,0,0,0,0,0
102,7,2014-03-09,0,0,0,0,0,0
1046,7,2014-03-09,0,0,0,0,0,0
793,7,2014-03-09,0,0,0,0,0,0
903,7,2014-03-09,0,0,0,0,0,0
266,1,2014-03-10,5155,694,1,0,0,0
102,1,2014-03-10,5739,951,1,0,0,0
1046,1,2014-03-10,6962,629,1,0,0,0
793,1,2014-03-10,3318,364,1,0,0,0
903,1,2014-03-10,9882,742,1,0,0,0
266,2,2014-03-11,3694,590,1,0,0,0
102,2,2014-03-11,5543,868,1,0,0,0
1046,2,2014-03-11,5483,560,1,0,0,0
793,2,2014-03-11,3031,351,1,0,0,0
903,2,2014-03-11,8848,643,1,0,0,0
266,3,2014-03-12,4066,588,1,0,0,0
102,3,2014-03-12,5628,874,1,0,0,0
1046,3,2014-03-12,6825,561,1,0,0,0
793,3,2014-03-12,3343,353,1,0,0,0
903,3,2014-03-12,9014,673,1,0,0,0
266,4,2014-03-13,3921,587,1,0,0,0
102,4,2014-03-13,5151,843,1,0,0,0
1046,4,2014-03-13,6207,592,1,0,0,0
793,4,2014-03-13,2609,326,1,0,0,0
903,4,2014-03-13,9838,734,1,0,0,0
266,5,2014-03-14,4169,579,1,0,0,0
102,5,2014-03-14,5476,907,1,0,0,0
1046,5,2014-03-14,7365,635,1,0,0,0
793,5,2014-03-14,3485,378,1,0,0,0
903,5,2014-03-14,9946,750,1,0,0,0
266,6,2014-03-15,2262,276,1,0,0,0
102,6,2014-03-15,5926,929,1,0,0,0
1046,6,2014-03-15,7282,575,1,0,0,0
793,6,2014-03-15,4502,465,1,0,0,0
903,6,2014-03-15,13342,900,1,0,0,0
266,7,2014-03-16,0,0,0,0,0,0
102,7,2014-03-16,0,0,0,0,0,0
1046,7,2014-03-16,0,0,0,0,0,0
793,7,2014-03-16,0,0,0,0,0,0
903,7,2014-03-16,0,0,0,0,0,0
266,1,2014-03-17,6220,769,1,1,0,0
102,1,2014-03-17,10593,1370,1,1,0,0
1046,1,2014-03-17,12813,890,1,1,0,0
793,1,2014-03-17,8520,720,1,1,0,0
903,1,2014-03-17,13555,926,1,1,0,0
266,2,2014-03-18,5868,759,1,1,0,0
102,2,2014-03-18,6699,947,1,1,0,0
1046,2,2014-03-18,9651,737,1,1,0,0
793,2,2014-03-18,6296,553,1,1,0,0
903,2,2014-03-18,11014,711,1,1,0,0
266,3,2014-03-19,5007,635,1,1,0,0
102,3,2014-03-19,8797,1246,1,1,0,0
1046,3,2014-03-19,9708,727,1,1,0,0
793,3,2014-03-19,4988,448,1,1,0,0
903,3,2014-03-19,11930,830,1,1,0,0
266,4,2014-03-20,4114,529,1,1,0,0
102,4,2014-03-20,7369,1100,1,1,0,0
1046,4,2014-03-20,8112,659,1,1,0,0
793,4,2014-03-20,4065,427,1,1,0,0
903,4,2014-03-20,9647,688,1,1,0,0
266,5,2014-03-21,3346,437,1,1,0,0
102,5,2014-03-21,6475,997,1,1,0,0
1046,5,2014-03-21,9625,744,1,1,0,0
793,5,2014-03-21,4768,445,1,1,0,0
903,5,2014-03-21,11421,762,1,1,0,0
266,6,2014-03-22,1575,211,1,0,0,0
102,6,2014-03-22,5580,908,1,0,0,0
1046,6,2014-03-22,6242,572,1,0,0,0
793,6,2014-03-22,3695,416,1,0,0,0
903,6,2014-03-22,11059,853,1,0,0,0
266,7,2014-03-23,0,0,0,0,0,0
102,7,2014-03-23,0,0,0,0,0,0
1046,7,2014-03-23,0,0,0,0,0,0
793,7,2014-03-23,0,0,0,0,0,0
903,7,2014-03-23,0,0,0,0,0,0
266,1,2014-03-24,2852,399,1,0,0,0
102,1,2014-03-24,5511,905,1,0,0,0
1046,1,2014-03-24,7480,611,1,0,0,0
793,1,2014-03-24,3229,394,1,0,0,0
903,1,2014-03-24,11445,819,1,0,0,0
266,2,2014-03-25,3077,433,1,0,0,0
102,2,2014-03-25,4582,843,1,0,0,0
1046,2,2014-03-25,6395,558,1,0,0,0
793,2,2014-03-25,2781,351,1,0,0,0
903,2,2014-03-25,8921,681,1,0,0,0
266,3,2014-03-26,3314,456,1,0,0,0
102,3,2014-03-26,3811,617,1,0,0,0
1046,3,2014-03-26,5998,507,1,0,0,0
793,3,2014-03-26,3215,352,1,0,0,0
903,3,2014-03-26,10546,711,1,0,0,0
266,4,2014-03-27,3229,458,1,0,0,0
102,4,2014-03-27,4221,708,1,0,0,0
1046,4,2014-03-27,6111,530,1,0,0,0
793,4,2014-03-27,2934,351,1,0,0,0
903,4,2014-03-27,9415,721,1,0,0,0
266,5,2014-03-28,2765,387,1,0,0,0
102,5,2014-03-28,5373,941,1,0,0,0
1046,5,2014-03-28,7788,665,1,0,0,0
793,5,2014-03-28,4183,427,1,0,0,0
903,5,2014-03-28,10398,774,1,0,0,0
266,6,2014-03-29,1792,238,1,0,0,0
102,6,2014-03-29,5613,898,1,0,0,0
1046,6,2014-03-29,7076,567,1,0,0,0
793,6,2014-03-29,3598,390,1,0,0,0
903,6,2014-03-29,11293,812,1,0,0,0
266,7,2014-03-30,0,0,0,0,0,0
102,7,2014-03-30,0,0,0,0,0,0
1046,7,2014-03-30,0,0,0,0,0,0
793,7,2014-03-30,0,0,0,0,0,0
903,7,2014-03-30,0,0,0,0,0,0
266,1,2014-03-31,4213,501,1,1,0,0
102,1,2014-03-31,14683,1676,1,1,0,0
1046,1,2014-03-31,12855,879,1,1,0,0
793,1,2014-03-31,8552,716,1,1,0,0
903,1,2014-03-31,15095,948,1,1,0,0
266,2,2014-04-01,4309,548,1,1,0,0
102,2,2014-04-01,9912,1370,1,1,0,0
1046,2,2014-04-01,10562,753,1,1,0,0
793,2,2014-04-01,6340,560,1,1,0,0
903,2,2014-04-01,11856,774,1,1,0,0
266,3,2014-04-02,4056,512,1,1,0,0
102,3,2014-04-02,9667,1301,1,1,0,0
1046,3,2014-04-02,9217,710,1,1,0,0
793,3,2014-04-02,5427,493,1,1,0,0
903,3,2014-04-02,10879,747,1,1,0,0
266,4,2014-04-03,3488,494,1,1,0,0
102,4,2014-04-03,8747,1194,1,1,0,0
1046,4,2014-04-03,10013,779,1,1,0,0
793,4,2014-04-03,5511,514,1,1,0,0
903,4,2014-04-03,11872,851,1,1,0,0
266,5,2014-04-04,3436,432,1,1,0,0
102,5,2014-04-04,8443,1182,1,1,0,0
1046,5,2014-04-04,9899,808,1,1,0,0
793,5,2014-04-04,5946,544,1,1,0,0
903,5,2014-04-04,13158,902,1,1,0,0
266,6,2014-04-05,1655,213,1,0,0,0
102,6,2014-04-05,6601,1046,1,0,0,0
1046,6,2014-04-05,6104,535,1,0,0,0
793,6,2014-04-05,4518,465,1,0,0,0
903,6,2014-04-05,12556,913,1,0,0,0
266,7,2014-04-06,0,0,0,0,0,0
102,7,2014-04-06,0,0,0,0,0,0
1046,7,2014-04-06,0,0,0,0,0,0
793,7,2014-04-06,0,0,0,0,0,0
903,7,2014-04-06,0,0,0,0,0,0
266,1,2014-04-07,3564,544,1,0,0,0
102,1,2014-04-07,6022,962,1,0,0,0
1046,1,2014-04-07,6916,608,1,0,0,0
793,1,2014-04-07,3482,382,1,0,0,0
